id,category,is_legal_document,risk_level,language,text
loan_safe_9,loan,true,safe,en,"Official Bank Loan Contract. Between National Rural Bank and Borrower. Sanctioned principal amount Rs. 1,00,000. Simple interest rate of 12% per annum with 36 monthly EMIs. No collateral required under government credit guarantee scheme. Prepayment penalty is zero. Fully compliant with RBI Fair Practices Code."
loan_safe_10,loan,true,safe,en,"Official Bank Loan Contract. Between National Rural Bank and Borrower. Sanctioned principal amount Rs. 1,00,000. Simple interest rate of 13% per annum with 36 monthly EMIs. No collateral required under government credit guarantee scheme. Prepayment penalty is zero. Fully compliant with RBI Fair Practices Code."
loan_safe_11,loan,true,safe,en,"Official Bank Loan Contract. Between National Rural Bank and Borrower. Sanctioned principal amount Rs. 1,00,000. Simple interest rate of 9% per annum with 36 monthly EMIs. No collateral required under government credit guarantee scheme. Prepayment penalty is zero. Fully compliant with RBI Fair Practices Code."
loan_safe_12,loan,true,safe,en,"Official Bank Loan Contract. Between National Rural Bank and Borrower. Sanctioned principal amount Rs. 1,00,000. Simple interest rate of 10% per annum with 36 monthly EMIs. No collateral required under government credit guarantee scheme. Prepayment penalty is zero. Fully compliant with RBI Fair Practices Code."
loan_safe_13,loan,true,safe,en,"Official Bank Loan Contract. Between National Rural Bank and Borrower. Sanctioned principal amount Rs. 1,00,000. Simple interest rate of 10% per annum with 36 monthly EMIs. No collateral required under government credit guarantee scheme. Prepayment penalty is zero. Fully compliant with RBI Fair Practices Code."
loan_safe_14,loan,true,safe,en,"Official Bank Loan Contract. Between National Rural Bank and Borrower. Sanctioned principal amount Rs. 1,00,000. Simple interest rate of 10% per annum with 36 monthly EMIs. No collateral required under government credit guarantee scheme. Prepayment penalty is zero. Fully compliant with RBI Fair Practices Code."
loan_safe_15,loan,true,safe,en,"Official Bank Loan Contract. Between National Rural Bank and Borrower. Sanctioned principal amount Rs. 1,00,000. Simple interest rate of 13% per annum with 36 monthly EMIs. No collateral required under government credit guarantee scheme. Prepayment penalty is zero. Fully compliant with RBI Fair Practices Code."
deed_safe_1,deed,true,safe,en,"Registered Sale Deed. This irrevocable agreement of sale is executed on stamp paper for plot no. 14, measuring 1200 sq ft, for total consideration of Rs. 300000. Both seller and buyer execute this deed with mutual consent in the presence of two independent witnesses. Stamp duty and municipal registration tax receipts are duly attached."
deed_safe_2,deed,true,safe,en,"Registered Sale Deed. This irrevocable agreement of sale is executed on stamp paper for plot no. 70, measuring 1200 sq ft, for total consideration of Rs. 800000. Both seller and buyer execute this deed with mutual consent in the presence of two independent witnesses. Stamp duty and municipal registration tax receipts are duly attached."
deed_safe_3,deed,true,safe,en,"Registered Sale Deed. This irrevocable agreement of sale is executed on stamp paper for plot no. 15, measuring 1200 sq ft, for total consideration of Rs. 900000. Both seller and buyer execute this deed with mutual consent in the presence of two independent witnesses. Stamp duty and municipal registration tax receipts are duly attached."
deed_safe_4,deed,true,safe,en,"Registered Sale Deed. This irrevocable agreement of sale is executed on stamp paper for plot no. 26, measuring 1200 sq ft, for total consideration of Rs. 200000. Both seller and buyer execute this deed with mutual consent in the presence of two independent witnesses. Stamp duty and municipal registration tax receipts are duly attached."
deed_safe_5,deed,true,safe,en,"Registered Sale Deed. This irrevocable agreement of sale is executed on stamp paper for plot no. 10, measuring 1200 sq ft, for total consideration of Rs. 700000. Both seller and buyer execute this deed with mutual consent in the presence of two independent witnesses. Stamp duty and municipal registration tax receipts are duly attached."
deed_safe_6,deed,true,safe,en,"Registered Sale Deed. This irrevocable agreement of sale is executed on stamp paper for plot no. 31, measuring 1200 sq ft, for total consideration of Rs. 300000. Both seller and buyer execute this deed with mutual consent in the presence of two independent witnesses. Stamp duty and municipal registration tax receipts are duly attached."
deed_safe_7,deed,true,safe,en,"Registered Sale Deed. This irrevocable agreement of sale is executed on stamp paper for plot no. 21, measuring 1200 sq ft, for total consideration of Rs. 800000. Both seller and buyer execute this deed with mutual consent in the presence of two independent witnesses. Stamp duty and municipal registration tax receipts are duly attached."
deed_safe_8,deed,true,safe,en,"Registered Sale Deed. This irrevocable agreement of sale is executed on stamp paper for plot no. 68, measuring 1200 sq ft, for total consideration of Rs. 900000. Both seller and buyer execute this deed with mutual consent in the presence of two independent witnesses. Stamp duty and municipal registration tax receipts are duly attached."
deed_safe_9,deed,true,safe,en,"Registered Sale Deed. This irrevocable agreement of sale is executed on stamp paper for plot no. 11, measuring 1200 sq ft, for total consideration of Rs. 700000. Both seller and buyer execute this deed with mutual consent in the presence of two independent witnesses. Stamp duty and municipal registration tax receipts are duly attached."
deed_safe_10,deed,true,safe,en,"Registered Sale Deed. This irrevocable agreement of sale is executed on stamp paper for plot no. 77, measuring 1200 sq ft, for total consideration of Rs. 200000. Both seller and buyer execute this deed with mutual consent in the presence of two independent witnesses. Stamp duty and municipal registration tax receipts are duly attached."
deed_safe_11,deed,true,safe,en,"Registered Sale Deed. This irrevocable agreement of sale is executed on stamp paper for plot no. 59, measuring 1200 sq ft, for total consideration of Rs. 600000. Both seller and buyer execute this deed with mutual consent in the presence of two independent witnesses. Stamp duty and municipal registration tax receipts are duly attached."
deed_safe_12,deed,true,safe,en,"Registered Sale Deed. This irrevocable agreement of sale is executed on stamp paper for plot no. 58, measuring 1200 sq ft, for total consideration of Rs. 200000. Both seller and buyer execute this deed with mutual consent in the presence of two independent witnesses. Stamp duty and municipal registration tax receipts are duly attached."
deed_safe_13,deed,true,safe,en,"Registered Sale Deed. This irrevocable agreement of sale is executed on stamp paper for plot no. 10, measuring 1200 sq ft, for total consideration of Rs. 200000. Both seller and buyer execute this deed with mutual consent in the presence of two independent witnesses. Stamp duty and municipal registration tax receipts are duly attached."
deed_safe_14,deed,true,safe,en,"Registered Sale Deed. This irrevocable agreement of sale is executed on stamp paper for plot no. 10, measuring 1200 sq ft, for total consideration of Rs. 900000. Both seller and buyer execute this deed with mutual consent in the presence of two independent witnesses. Stamp duty and municipal registration tax receipts are duly attached."
deed_safe_15,deed,true,safe,en,"Registered Sale Deed. This irrevocable agreement of sale is executed on stamp paper for plot no. 49, measuring 1200 sq ft, for total consideration of Rs. 600000. Both seller and buyer execute this deed with mutual consent in the presence of two independent witnesses. Stamp duty and municipal registration tax receipts are duly attached."
job_danger_1,job,true,danger,en,"Employment Agreement. Worker agrees to daily duty of 12 hours minimum. Overtime without pay is mandatory during seasonal production cycles. The worker is subject to a 24-month mandatory bond period and original identification documents will be held by management. Any termination or resignation requires payment of Rs. 25000 as liquidated damage penalty."
job_danger_2,job,true,danger,en,"Employment Agreement. Worker agrees to daily duty of 12 hours minimum. Overtime without pay is mandatory during seasonal production cycles. The worker is subject to a 24-month mandatory bond period and original identification documents will be held by management. Any termination or resignation requires payment of Rs. 15000 as liquidated damage penalty."
job_danger_3,job,true,danger,en,"Employment Agreement. Worker agrees to daily duty of 12 hours minimum. Overtime without pay is mandatory during seasonal production cycles. The worker is subject to a 24-month mandatory bond period and original identification documents will be held by management. Any termination or resignation requires payment of Rs. 50000 as liquidated damage penalty."
job_danger_4,job,true,danger,en,"Employment Agreement. Worker agrees to daily duty of 12 hours minimum. Overtime without pay is mandatory during seasonal production cycles. The worker is subject to a 24-month mandatory bond period and original identification documents will be held by management. Any termination or resignation requires payment of Rs. 25000 as liquidated damage penalty."
job_danger_5,job,true,danger,en,"Employment Agreement. Worker agrees to daily duty of 12 hours minimum. Overtime without pay is mandatory during seasonal production cycles. The worker is subject to a 24-month mandatory bond period and original identification documents will be held by management. Any termination or resignation requires payment of Rs. 50000 as liquidated damage penalty."
job_danger_6,job,true,danger,en,"Employment Agreement. Worker agrees to daily duty of 12 hours minimum. Overtime without pay is mandatory during seasonal production cycles. The worker is subject to a 24-month mandatory bond period and original identification documents will be held by management. Any termination or resignation requires payment of Rs. 15000 as liquidated damage penalty."
job_danger_7,job,true,danger,en,"Employment Agreement. Worker agrees to daily duty of 12 hours minimum. Overtime without pay is mandatory during seasonal production cycles. The worker is subject to a 24-month mandatory bond period and original identification documents will be held by management. Any termination or resignation requires payment of Rs. 50000 as liquidated damage penalty."
job_danger_8,job,true,danger,en,"Employment Agreement. Worker agrees to daily duty of 12 hours minimum. Overtime without pay is mandatory during seasonal production cycles. The worker is subject to a 24-month mandatory bond period and original identification documents will be held by management. Any termination or resignation requires payment of Rs. 25000 as liquidated damage penalty."
job_danger_9,job,true,danger,en,"Employment Agreement. Worker agrees to daily duty of 12 hours minimum. Overtime without pay is mandatory during seasonal production cycles. The worker is subject to a 24-month mandatory bond period and original identification documents will be held by management. Any termination or resignation requires payment of Rs. 50000 as liquidated damage penalty."
job_danger_10,job,true,danger,en,"Employment Agreement. Worker agrees to daily duty of 12 hours minimum. Overtime without pay is mandatory during seasonal production cycles. The worker is subject to a 24-month mandatory bond period and original identification documents will be held by management. Any termination or resignation requires payment of Rs. 15000 as liquidated damage penalty."
job_danger_11,job,true,danger,en,"Employment Agreement. Worker agrees to daily duty of 12 hours minimum. Overtime without pay is mandatory during seasonal production cycles. The worker is subject to a 24-month mandatory bond period and original identification documents will be held by management. Any termination or resignation requires payment of Rs. 50000 as liquidated damage penalty."
job_danger_12,job,true,danger,en,"Employment Agreement. Worker agrees to daily duty of 12 hours minimum. Overtime without pay is mandatory during seasonal production cycles. The worker is subject to a 24-month mandatory bond period and original identification documents will be held by management. Any termination or resignation requires payment of Rs. 25000 as liquidated damage penalty."
job_danger_13,job,true,danger,en,"Employment Agreement. Worker agrees to daily duty of 12 hours minimum. Overtime without pay is mandatory during seasonal production cycles. The worker is subject to a 24-month mandatory bond period and original identification documents will be held by management. Any termination or resignation requires payment of Rs. 50000 as liquidated damage penalty."
job_danger_14,job,true,danger,en,"Employment Agreement. Worker agrees to daily duty of 12 hours minimum. Overtime without pay is mandatory during seasonal production cycles. The worker is subject to a 24-month mandatory bond period and original identification documents will be held by management. Any termination or resignation requires payment of Rs. 25000 as liquidated damage penalty."
job_danger_15,job,true,danger,en,"Employment Agreement. Worker agrees to daily duty of 12 hours minimum. Overtime without pay is mandatory during seasonal production cycles. The worker is subject to a 24-month mandatory bond period and original identification documents will be held by management. Any termination or resignation requires payment of Rs. 15000 as liquidated damage penalty."
medical_waiver_1,medical,true,warning,en,"Hospital Informed Consent and Waiver Form. Patient gives consent for laparoscopic surgical operation. The hospital, management, and treating physicians are completely absolved from all civil or criminal liability. Patient waives all rights to claim compensation or assert claims of medical negligence under any consumer forum. All risks are solely assumed by the signatory."
medical_waiver_2,medical,true,warning,en,"Hospital Informed Consent and Waiver Form. Patient gives consent for laparoscopic surgical operation. The hospital, management, and treating physicians are completely absolved from all civil or criminal liability. Patient waives all rights to claim compensation or assert claims of medical negligence under any consumer forum. All risks are solely assumed by the signatory."
medical_waiver_3,medical,true,warning,en,"Hospital Informed Consent and Waiver Form. Patient gives consent for laparoscopic surgical operation. The hospital, management, and treating physicians are completely absolved from all civil or criminal liability. Patient waives all rights to claim compensation or assert claims of medical negligence under any consumer forum. All risks are solely assumed by the signatory."
medical_waiver_4,medical,true,warning,en,"Hospital Informed Consent and Waiver Form. Patient gives consent for laparoscopic surgical operation. The hospital, management, and treating physicians are completely absolved from all civil or criminal liability. Patient waives all rights to claim compensation or assert claims of medical negligence under any consumer forum. All risks are solely assumed by the signatory."
medical_waiver_5,medical,true,warning,en,"Hospital Informed Consent and Waiver Form. Patient gives consent for laparoscopic surgical operation. The hospital, management, and treating physicians are completely absolved from all civil or criminal liability. Patient waives all rights to claim compensation or assert claims of medical negligence under any consumer forum. All risks are solely assumed by the signatory."
medical_waiver_6,medical,true,warning,en,"Hospital Informed Consent and Waiver Form. Patient gives consent for laparoscopic surgical operation. The hospital, management, and treating physicians are completely absolved from all civil or criminal liability. Patient waives all rights to claim compensation or assert claims of medical negligence under any consumer forum. All risks are solely assumed by the signatory."
medical_waiver_7,medical,true,warning,en,"Hospital Informed Consent and Waiver Form. Patient gives consent for laparoscopic surgical operation. The hospital, management, and treating physicians are completely absolved from all civil or criminal liability. Patient waives all rights to claim compensation or assert claims of medical negligence under any consumer forum. All risks are solely assumed by the signatory."
medical_waiver_8,medical,true,warning,en,"Hospital Informed Consent and Waiver Form. Patient gives consent for laparoscopic surgical operation. The hospital, management, and treating physicians are completely absolved from all civil or criminal liability. Patient waives all rights to claim compensation or assert claims of medical negligence under any consumer forum. All risks are solely assumed by the signatory."
medical_waiver_9,medical,true,warning,en,"Hospital Informed Consent and Waiver Form. Patient gives consent for laparoscopic surgical operation. The hospital, management, and treating physicians are completely absolved from all civil or criminal liability. Patient waives all rights to claim compensation or assert claims of medical negligence under any consumer forum. All risks are solely assumed by the signatory."
medical_waiver_10,medical,true,warning,en,"Hospital Informed Consent and Waiver Form. Patient gives consent for laparoscopic surgical operation. The hospital, management, and treating physicians are completely absolved from all civil or criminal liability. Patient waives all rights to claim compensation or assert claims of medical negligence under any consumer forum. All risks are solely assumed by the signatory."
medical_waiver_11,medical,true,warning,en,"Hospital Informed Consent and Waiver Form. Patient gives consent for laparoscopic surgical operation. The hospital, management, and treating physicians are completely absolved from all civil or criminal liability. Patient waives all rights to claim compensation or assert claims of medical negligence under any consumer forum. All risks are solely assumed by the signatory."
medical_waiver_12,medical,true,warning,en,"Hospital Informed Consent and Waiver Form. Patient gives consent for laparoscopic surgical operation. The hospital, management, and treating physicians are completely absolved from all civil or criminal liability. Patient waives all rights to claim compensation or assert claims of medical negligence under any consumer forum. All risks are solely assumed by the signatory."
medical_waiver_13,medical,true,warning,en,"Hospital Informed Consent and Waiver Form. Patient gives consent for laparoscopic surgical operation. The hospital, management, and treating physicians are completely absolved from all civil or criminal liability. Patient waives all rights to claim compensation or assert claims of medical negligence under any consumer forum. All risks are solely assumed by the signatory."
medical_waiver_14,medical,true,warning,en,"Hospital Informed Consent and Waiver Form. Patient gives consent for laparoscopic surgical operation. The hospital, management, and treating physicians are completely absolved from all civil or criminal liability. Patient waives all rights to claim compensation or assert claims of medical negligence under any consumer forum. All risks are solely assumed by the signatory."
medical_waiver_15,medical,true,warning,en,"Hospital Informed Consent and Waiver Form. Patient gives consent for laparoscopic surgical operation. The hospital, management, and treating physicians are completely absolved from all civil or criminal liability. Patient waives all rights to claim compensation or assert claims of medical negligence under any consumer forum. All risks are solely assumed by the signatory."
hi_loan_danger_1,loan,true,danger,hi,"ऋण अनुबंध पत्र। उधारकर्ता सेठ मोहनलाल साहूकार से ₹40,000 की राशि 4% मासिक चक्रवृद्धि ब्याज (48% वार्षिक) पर लेता है। किस्त न चुकाने पर साहूकार को खसरा संख्या 112 की कृषि भूमि को तुरंत ज़ब्त करने और बेचने का पूरा अधिकार होगा। अग्रिम कटौती के रूप में ₹3,000 पहले ही काट लिए गए हैं।"
hi_deed_safe_1,deed,true,safe,hi,"पंजीकृत भूमि विक्रय विलेख (बैनामा)। प्रथम पक्ष रामचरण एवं द्वितीय पक्ष श्यामलाल के मध्य स्टांप पेपर पर समझौता। खसरा नंबर 204 की भूमि का पूर्ण स्वामित्व आपसी सहमति से ₹4,00,000 में हस्तांतरित किया जाता है। सभी सरकारी पंजीकरण शुल्क और कर का भुगतान हो चुका है। दोनों पक्षों के गवाहों के समक्ष हस्ताक्षर हुए।"
non_legal_notebook_1,unrecognized,false,unknown,en,"Question (12): Define an array. Explain the 1-D, 2-D and multidimensional arrays with suitable examples. Answer: An array is a collection of elements of the same data type stored at contiguous memory locations."
non_legal_receipt_1,unrecognized,false,unknown,en,"Krishna Grocery Store. Bill No: 4092. Date: 12/04/2026. 1. Basmati Rice 5kg - Rs. 350. 2. Mustard Oil 1L - Rs. 160. 3. Sugar 2kg - Rs. 88. Subtotal: Rs. 598. GST: Rs. 0. Total: Rs. 598. Thank you visit again!"
non_legal_electricity_bill_1,unrecognized,false,unknown,en,"State Power Distribution Corporation Limited. Consumer No: 8849201. Due Date: 28/09/2026. Meter Reading Units: 142 kWh. Tariff Category: Domestic Rural. Total Current Dues: Rs. 420. Pay before due date to avoid disconnection of supply."
non_legal_letter_1,unrecognized,false,unknown,en,"Dear Ramesh, Hope this letter finds you in good health. We celebrated Diwali with great joy in the village. Mother is doing well and sends her blessings. Please let us know when you plan to visit for the harvest season. Your loving brother."
non_legal_homework_math_1,unrecognized,false,unknown,en,"Class 10 Mathematics Chapter 4. Solve the quadratic equation: 2x^2 + 5x - 3 = 0. Using quadratic formula x = (-b +- sqrt(b^2 - 4ac)) / (2a). Roots are x = 1/2 and x = -3."
non_legal_recipe_1,unrecognized,false,unknown,en,"Masala Chai Recipe. Ingredients: 2 cups water, 1 cup milk, 2 tsp tea leaves, 1 inch crushed ginger, 2 pods cardamom, 2 tsp sugar. Boil water with ginger and spices for 3 minutes. Add milk and sugar, simmer for 2 minutes and strain."
